Rk,Player,Tm,2022-23,2023-24,2024-25,2025-26,2026-27,2027-28,Guaranteed,Salary Count,Average Salary
281,Amir Coffey,LAC,"$3,395,062","$3,666,667","$3,938,271",,,,11000000,3,3666666.6666666665
282,Alperen Şengün,HOU,"$3,375,360","$3,536,280","$5,424,654",,,,6911640,3,2303880.0
283,Tari Eason,HOU,"$3,359,160","$3,527,160","$3,695,160","$5,675,766",,,6886320,4,1721580.0
284,Aleksej Pokusevski,OKC,"$3,261,480","$5,009,633",,,,,8271113,2,4135556.5
285,Kevin Porter Jr.,HOU,"$3,217,631","$18,239,000","$18,239,000","$18,239,000","$18,239,000",,21456631,5,4291326.2
286,Trey Murphy III,NOP,"$3,206,520","$3,359,280","$5,159,854",,,,6565800,3,2188600.0
287,Simone Fontecchio,UTA,"$3,205,128","$3,044,872",,,,,6250000,2,3125000.0
288,Andre Drummond,CHI,"$3,200,000","$3,360,000",,,,,6560000,2,3280000.0
289,Derrick Jones Jr.,CHI,"$3,200,000","$3,360,000",,,,,3200000,2,1600000.0
290,Dalen Terry,CHI,"$3,191,400","$3,350,760","$3,510,480","$5,399,118",,,6542160,4,1635540.0
291,Kevin Love,MIA,"$32,056,968",,,,,,3114138,1,3114138.0
292,Josh Green,DAL,"$3,098,400","$4,765,339",,,,,7863739,2,3931869.5
293,Jake LaRavia,MEM,"$3,047,640","$3,199,920","$3,352,680","$5,163,127",,,6247560,4,1561890.0
294,Tre Mann,OKC,"$3,046,200","$3,191,400","$4,908,373",,,,6237600,3,2079200.0
295,Kevin Knox,POR,"$3,000,000","$3,000,000",,,,,3000000,2,1500000.0
296,Sterling Brown,OKC,"$3,000,000",,,,,,3000000,1,3000000.0
297,Saddiq Bey,ATL,"$2,959,080","$4,556,983",,,,,7516063,2,3758031.5
298,Malaki Branham,SAS,"$2,925,600","$3,071,880","$3,217,920","$4,962,033",,,5997480,4,1499370.0
299,Kai Jones,CHO,"$2,909,040","$3,047,880","$4,693,735",,,,5956920,3,1985640.0
300,Dewayne Dedmon,DET,"$8,147,040","$7,190,667","$2,866,667",,,,8600001,3,2866667.0
301,Andrew Nicholson,POR,"$2,844,430","$2,844,430",,,,,5688860,2,2844430.0
302,Precious Achiuwa,TOR,"$2,840,160","$4,379,527",,,,,7219687,2,3609843.5
303,Christian Braun,DEN,"$2,808,600","$2,949,120","$3,089,640","$4,921,797",,,5757720,4,1439430.0
304,Jordan Nwora,IND,"$2,800,000","$3,000,000",,,,,5800000,2,2900000.0
305,Jalen Johnson,ATL,"$2,792,640","$2,925,360","$4,510,905",,,,5718000,3,1906000.0
306,Tyrese Maxey,PHI,"$2,726,880","$4,343,920",,,,,7070800,2,3535400.0
307,Bruno Fernando,ATL,"$2,717,391","$2,581,522","$2,717,391","$2,853,260",,,2717391,4,679347.75
308,Walker Kessler,UTA,"$2,696,400","$2,831,160","$2,965,920","$4,878,938",,,5527560,4,1381890.0
309,Keon Johnson,POR,"$2,681,040","$2,808,720","$4,474,291",,,,5489760,3,1829920.0
310,Trey Lyles,SAC,"$2,625,000",,,,,,2625000,1,2625000.0
311,Zeke Nnaji,DEN,"$2,617,800","$4,306,281",,,,,6924081,2,3462040.5
312,Charles Bassey,SAS,"$2,674,742","$2,600,000","$2,500,000","$2,500,000",,,5200000,4,1300000.0
313,David Roddy,MEM,"$2,588,640","$2,718,240","$2,847,240","$4,831,766",,,5306880,4,1326720.0
314,Isaiah Jackson,IND,"$2,573,760","$2,696,280","$4,435,381",,,,5270040,3,1756680.0
315,MarJon Beauchamp,MIL,"$2,485,200","$2,609,400","$2,733,720","$4,781,276",,,5094600,4,1273650.0
316,Usman Garuba,HOU,"$2,471,160","$2,588,400","$4,392,515",,,,5059560,3,1686520.0
317,Leandro Bolmaro,UTA,"$2,471,160",,,,,,2471160,1,2471160.0
318,Willie Cauley-Stein,HOU,,,,,,,2569012,0,inf
319,Montrezl Harrell,PHI,"$2,463,490","$2,760,026",,,,,2463490,2,1231745.0
320,Willy Hernangómez,NOP,"$2,443,581","$2,559,942",,,,,2443581,2,1221790.5
321,R.J. Hampton,ORL,"$2,898,243","$1,997,238",,,,,2412840,2,1206420.0
322,Blake Wesley,SAS,"$2,385,480","$2,504,640","$2,624,280","$4,726,328",,,4890120,4,1222530.0
323,Josh Christopher,HOU,"$2,372,160","$2,485,200","$4,346,615",,,,4857360,3,1619120.0
324,Stanley Johnson,UTA,"$3,596,685",,,,,,2351521,1,2351521.0
325,Immanuel Quickley,NYK,"$2,316,240","$4,171,548",,,,,6487788,2,3243894.0
326,Wendell Moore Jr.,MIN,"$2,306,520","$2,421,720","$2,537,040","$4,574,283",,,4728240,4,1182060.0
327,John Konchar,MEM,"$2,300,000","$2,400,000","$6,165,000","$6,165,000","$6,165,000",,23195000,5,4639000.0
328,Damian Jones,UTA,"$2,298,385","$2,586,665",,,,,2298385,2,1149192.5
329,Quentin Grimes,NYK,"$2,277,000","$2,385,720","$4,296,682",,,,4662720,3,1554240.0
330,Andrew Nembhard,IND,"$2,244,111","$2,131,905","$2,019,699","$2,187,451",,,6395715,4,1598928.75
331,Nikola Jović,MIA,"$2,239,920","$2,352,000","$2,464,200","$4,445,417",,,4591920,4,1147980.0
332,Payton Pritchard,BOS,"$2,239,200","$4,037,277",,,,,6276477,2,3138238.5
333,Vlatko Čančar,DEN,"$2,234,359","$2,234,359","$2,346,606",,,,4468718,3,1489572.6666666667
334,Patrick Baldwin Jr.,GSW,"$2,226,000","$2,337,720","$2,448,840","$4,420,156",,,4563720,4,1140930.0
335,TyTy Washington Jr.,HOU,"$2,210,040","$2,320,440","$2,431,080","$4,388,099",,,4530480,4,1132620.0
336,Bones Hyland,LAC,"$2,201,520","$2,306,400","$4,158,439",,,,4507920,3,1502640.0
337,Bol Bol,ORL,"$2,200,000","$2,200,000",,,,,2200000,2,1100000.0
338,Peyton Watson,DEN,"$2,193,960","$2,303,520","$2,413,560","$4,356,476",,,4497480,4,1124370.0
339,Marquese Chriss,OKC,"$2,193,920",,,,,,2193920,1,2193920.0
340,Joe Wieskamp,SAS,"$2,720,989","$1,927,896",,,,,2175000,2,1087500.0
341,Udoka Azubuike,UTA,"$2,174,880",,,,,,2174880,1,2174880.0
342,Jaden McDaniels,MIN,"$2,161,440","$3,901,399",,,,,6062839,2,3031419.5
343,Jordan McLaughlin,MIN,"$2,160,000","$2,320,000",,,,,2160000,2,1080000.0
344,Malachi Flynn,TOR,"$2,145,720","$3,873,025",,,,,6018745,2,3009372.5
345,Cam Thomas,BRK,"$2,138,160","$2,240,160","$4,041,249",,,,2138160,3,712720.0
346,Luke Kornet,BOS,"$2,133,278","$2,413,304",,,,,4546582,2,2273291.0
347,PJ Dozier,MIN,"$539,450","$2,413,304",,,,,2133278,2,1066639.0
348,Desmond Bane,MEM,"$2,130,240","$3,845,083",,,,,5975323,2,2987661.5
349,Jaden Springer,PHI,"$2,125,200","$2,226,240","$4,018,363",,,,4351440,3,1450480.0
350,Day'Ron Sharpe,BRK,"$2,109,480","$2,210,040","$3,989,122",,,,2109480,3,703160.0
351,Jevon Carter,MIL,"$6,025,000","$2,239,943",,,,,2100000,2,1050000.0
352,Santi Aldama,MEM,"$2,094,120","$2,194,200","$3,960,531",,,,4288320,3,1429440.0
353,Frank Ntilikina,DAL,"$2,036,318",,,,,,2036318,1,2036318.0
354,Tony Bradley,CHI,"$2,036,318",,,,,,2036318,1,2036318.0
355,Kenrich Williams,OKC,"$2,000,000","$6,175,000","$6,669,000","$7,163,000","$7,163,000",,22007000,5,4401400.0
356,Caleb Houstan,ORL,"$2,000,000","$2,000,000","$2,019,699","$2,187,699",,,4000000,4,1000000.0
357,Jaylin Williams,OKC,"$2,000,000","$2,000,000","$2,019,699","$2,187,451",,,4000000,4,1000000.0
358,Jeremiah Robinson-Earl,OKC,"$2,000,000","$1,900,000","$1,988,598",,,,2000000,3,666666.6666666666
359,Danny Green,CLE,"$11,710,528",,,,,,2000000,1,2000000.0
360,Garrison Mathews,ATL,"$2,000,000","$2,000,000","$2,230,253",,,,2000000,3,666666.6666666666
361,Shake Milton,PHI,"$1,997,718",,,,,,1997718,1,1997718.0
362,Edmond Sumner,BRK,"$1,968,175","$2,239,943",,,,,1968175,2,984087.5
363,Daniel Gafford,WAS,"$1,930,681","$12,402,000","$13,394,160","$14,386,320",,,42113161,4,10528290.25
364,Terance Mann,LAC,"$1,930,681","$10,576,923","$11,423,077",,,,23930681,3,7976893.666666667
365,Dean Wade,CLE,"$1,930,681","$5,709,877","$6,166,667","$6,623,456",,,13807225,4,3451806.25
366,Isaiah Roby,SAS,"$1,930,681",,,,,,1930681,1,1930681.0
367,Jalen McDaniels,PHI,"$1,930,681",,,,,,1930681,1,1930681.0
368,Jaylen Nowell,MIN,"$1,930,681",,,,,,1930681,1,1930681.0
369,Naz Reid,MIN,"$1,930,681",,,,,,1930681,1,1930681.0
370,Lindy Waters III,OKC,"$1,927,896","$1,927,896",,,,,1927896,2,963948.0
371,Chimezie Metu,SAC,"$1,910,860",,,,,,1910860,1,1910860.0
372,KZ Okpala,SAC,"$1,902,133",,,,,,1902133,1,1902133.0
373,Davon Reed,LAL,"$1,902,133",,,,,,1902133,1,1902133.0
374,Juwan Morgan,LAC,"$576,230","$576,230","$576,229",,,,1902133,3,634044.3333333334
375,Théo Maledon,HOU,"$1,900,000",,,,,,1900000,1,1900000.0
376,Svi Mykhailiuk,TOR,"$3,714,810",,,,,,1878720,1,1878720.0
377,Keita Bates-Diop,SAS,"$1,878,720",,,,,,1878720,1,1878720.0
378,Moritz Wagner,ORL,"$1,878,720",,,,,,1878720,1,1878720.0
379,Thanasis Antetokounmpo,MIL,"$1,878,720",,,,,,1878720,1,1878720.0
380,Wenyen Gabriel,LAL,"$1,878,720",,,,,,1878720,1,1878720.0
381,Oshae Brissett,IND,"$1,846,738",,,,,,1846738,1,1846738.0
382,Anthony Gill,WAS,"$1,836,090","$1,997,238",,,,,3833328,2,1916664.0
383,Gorgui Dieng,SAS,"$2,458,672",,,,,,2669716,1,2669716.0
384,James Johnson,IND,"$2,427,016",,,,,,2427016,1,2427016.0
385,Taj Gibson,WAS,"$1,836,090",,,,,,1836090,1,1836090.0
386,Cody Zeller,UTA,"$517,060",,,,,,1836090,1,1836090.0
387,Juan Toscano-Anderson,UTA,"$1,836,090",,,,,,1836090,1,1836090.0
388,Juancho Hernangómez,TOR,"$1,836,090",,,,,,1836090,1,1836090.0
389,Matthew Dellavedova,SAC,"$1,836,090",,,,,,1836090,1,1836090.0
390,Ryan Arcidiacono,POR,"$1,836,090",,,,,,1836090,1,1836090.0
391,Drew Eubanks,POR,"$1,836,090",,,,,,1836090,1,1836090.0
392,Damion Lee,PHO,"$1,836,090",,,,,,1836090,1,1836090.0
393,Josh Okogie,PHO,"$1,836,090",,,,,,1836090,1,1836090.0
394,T.J. Warren,PHO,"$1,836,090",,,,,,1836090,1,1836090.0
395,Bismack Biyombo,PHO,"$1,836,090",,,,,,1836090,1,1836090.0
396,Skylar Mays,PHI,,,,,,,1836090,0,inf
397,Jay Scrubb,ORL,,,,,,,1836090,0,inf
398,Jahmi'us Ramsey,OKC,,,,,,,1836090,0,inf
399,Robert Woodard II,OKC,,,,,,,1836090,0,inf
400,Justin Jackson,OKC,"$1,836,090",,,,,,1836090,1,1836090.0
401,Isaiah Joe,OKC,"$1,836,090","$1,997,238","$2,164,993",,,,1836090,3,612030.0
402,Kelan Martin,NOP,,,,,,,1836090,0,inf
403,Bryn Forbes,MIN,"$1,836,090",,,,,,1836090,1,1836090.0
404,Nathan Knight,MIN,"$1,836,090","$1,997,238",,,,,1836090,2,918045.0
405,Austin Rivers,MIN,"$1,836,090",,,,,,1836090,1,1836090.0
406,Wesley Matthews,MIL,"$1,836,090",,,,,,1836090,1,1836090.0
407,Udonis Haslem,MIA,"$1,836,090",,,,,,1836090,1,1836090.0
408,Shaquille Harrison,LAL,,,,,,,1836090,0,inf
409,Dennis Schröder,LAL,"$1,836,090",,,,,,1836090,1,1836090.0
410,Troy Brown Jr.,LAL,"$1,836,090",,,,,,1836090,1,1836090.0
411,Malik Fitts,LAC,"$555,217","$555,217","$555,216",,,,1836090,3,612030.0
412,Serge Ibaka,IND,"$1,836,090",,,,,,1836090,1,1836090.0
413,Frank Kaminsky,HOU,"$1,836,090",,,,,,1836090,1,1836090.0
414,Andre Iguodala,GSW,"$1,836,090",,,,,,1836090,1,1836090.0
415,JaMychal Green,GSW,"$10,036,090",,,,,,1836090,1,1836090.0
416,Rodney McGruder,DET,"$1,836,090",,,,,,1836090,1,1836090.0
417,DeAndre Jordan,DEN,"$9,663,997",,,,,,1836090,1,1836090.0
418,Thomas Bryant,DEN,"$1,836,090",,,,,,1836090,1,1836090.0
419,Markieff Morris,DAL,"$1,836,090",,,,,,1836090,1,1836090.0
420,Theo Pinson,DAL,"$1,836,090",,,,,,1836090,1,1836090.0
421,Robin Lopez,CLE,"$1,836,090",,,,,,1836090,1,1836090.0
422,Raul Neto,CLE,"$1,836,090",,,,,,1836090,1,1836090.0
423,Dennis Smith Jr.,CHO,"$1,836,090",,,,,,1836090,1,1836090.0
424,Svi Mykhailiuk,CHO,"$3,714,810",,,,,,1836090,1,1836090.0
425,Goran Dragić,CHI,"$2,226,523",,,,,,1836090,1,1836090.0
426,Yuta Watanabe,BRK,"$1,836,090",,,,,,1836090,1,1836090.0
427,Luka Šamanić,BOS,,,,,,,1836090,0,inf
428,Blake Griffin,BOS,"$1,836,090",,,,,,1836090,1,1836090.0
429,Aaron Holiday,ATL,"$1,836,090",,,,,,1836090,1,1836090.0
430,Gabe Vincent,MIA,"$1,815,677",,,,,,1815677,1,1815677.0
431,Max Strus,MIA,"$1,815,677",,,,,,1815677,1,1815677.0
432,Javonte Green,CHI,"$1,815,677",,,,,,1815677,1,1815677.0
433,Herbert Jones,NOP,"$1,785,000","$1,836,096",,,,,1785000,2,892500.0
434,Vernon Carey Jr.,WAS,"$1,782,621",,,,,,1782621,1,1782621.0
435,Tre Jones,SAS,"$1,782,621",,,,,,1782621,1,1782621.0
436,Paul Reed,PHI,"$1,782,621",,,,,,1782621,1,1782621.0
437,Naji Marshall,NOP,"$1,782,621","$1,930,681",,,,,1782621,2,891310.5
438,Xavier Tillman Sr.,MEM,"$1,782,621","$1,930,681",,,,,1782621,2,891310.5
439,Kenyon Martin Jr.,HOU,"$1,782,621","$1,930,681",,,,,1782621,2,891310.5
440,Lamar Stevens,CLE,"$1,782,621","$1,930,681",,,,,1782621,2,891310.5
441,Nick Richards,CHO,"$1,782,621",,,,,,1782621,1,1782621.0
442,Saben Lee,UTA,"$1,752,638",,,,,,1752638,1,1752638.0
443,Devin Cannady,ORL,"$1,752,638",,,,,,1752638,1,1752638.0
444,Omer Yurtseven,MIA,"$1,752,638",,,,,,1752638,1,1752638.0
445,Haywood Highsmith,MIA,"$1,752,638","$1,902,137",,,,,1752638,2,876319.0
446,Jericho Sims,NYK,"$1,639,842","$1,927,896","$2,092,344",,,,2239842,3,746614.0
447,Sam Hauser,BOS,"$1,637,966","$1,927,896","$2,092,344",,,,5658206,3,1886068.6666666667
448,Kessler Edwards,SAC,"$1,637,966","$1,927,896",,,,,1637966,2,818983.0
449,Mac McClung,PHI,"$1,637,966",,,,,,1637966,1,1637966.0
450,Lindell Wigginton,MIL,,,,,,,1637966,0,inf
451,Jay Huff,LAL,,,,,,,1637966,0,inf
452,Gabe York,IND,,,,,,,1637966,0,inf
453,Mac McClung,GSW,"$1,637,966",,,,,,1637966,1,1637966.0
454,Xavier Sneed,CHO,,,,,,,1637966,0,inf
455,Isaiah Todd,WAS,"$1,575,000","$1,836,096","$1,988,598",,,,3411096,3,1137032.0
456,Trendon Watford,POR,"$1,563,518","$1,836,096","$1,988,598",,,,5388212,3,1796070.6666666667
457,Jared Butler,UTA,"$1,563,518",,,,,,1563518,1,1563518.0
458,Dalano Banton,TOR,"$1,563,518",,,,,,1563518,1,1563518.0
459,Greg Brown III,POR,"$1,563,518",,,,,,1563518,1,1563518.0
460,Jock Landale,PHO,"$1,563,518",,,,,,1563518,1,1563518.0
461,Aaron Wiggins,OKC,"$1,563,518","$1,836,096","$1,988,598",,,,1563518,3,521172.6666666667
462,Miles McBride,NYK,"$1,563,518","$1,836,096",,,,,1563518,2,781759.0
463,John Butler,NOP,,,,,,,1563518,0,inf
464,Jose Alvarado,NOP,"$1,563,518","$1,836,096","$1,988,598",,,,1563518,3,521172.6666666667
465,Austin Reaves,LAL,"$1,563,518",,,,,,1563518,1,1563518.0
466,Jason Preston,LAC,"$1,563,518","$1,836,096",,,,,1563518,2,781759.0
467,Brandon Boston Jr.,LAC,"$1,563,518","$1,836,096",,,,,1563518,2,781759.0
468,Terry Taylor,IND,"$1,563,518",,,,,,1563518,1,1563518.0
469,Daishen Nix,HOU,"$1,563,518","$1,836,096","$1,988,598",,,,1563518,3,521172.6666666667
470,Isaiah Livers,DET,"$1,563,518","$1,836,096",,,,,1563518,2,781759.0
471,JT Thor,CHO,"$1,563,518","$1,836,096","$1,988,598",,,,1563518,3,521172.6666666667
472,Ayo Dosunmu,CHI,"$1,563,518",,,,,,1563518,1,1563518.0
473,Marko Simonovic,CHI,"$1,563,518","$1,836,096",,,,,1563518,2,781759.0
474,Vit Krejci,ATL,"$1,563,518","$1,836,096","$1,988,598",,,,1563518,3,521172.6666666667
475,Christian Koloko,TOR,"$1,500,000","$1,719,864","$2,019,699",,,,3219864,3,1073288.0
476,Eric Bledsoe,POR,"$1,300,000","$1,300,000","$1,300,000",,,,3900000,3,1300000.0
477,Stanley Johnson,SAS,"$3,596,685",,,,,,1245164,1,1245164.0
478,Kennedy Chandler,MEM,"$1,200,000","$1,719,864","$2,019,699",,,,4939563,3,1646521.0
479,Noah Vonleh,SAS,"$1,160,955",,,,,,1160955,1,1160955.0
480,Bryce McGowens,CHO,"$1,075,000","$1,719,864","$2,019,699","$2,187,451",,,2794864,4,698716.0
481,Jaden Hardy,DAL,"$1,017,781","$1,719,864","$2,019,699",,,,3137645,3,1045881.6666666666
482,Josh Minott,MIN,"$1,017,781","$1,719,864","$2,019,699","$2,187,451",,,2737645,4,684411.25
483,Max Christie,LAL,"$1,017,781","$1,719,864",,,,,2737645,2,1368822.5
484,Ryan Rollins,GSW,"$1,017,781","$1,719,864","$2,019,699",,,,2737645,3,912548.3333333334
485,RaiQuan Gray,BRK,,,,,,,2035562,0,inf
486,RaiQuan Gray,BRK,,,,,,,2035562,0,inf
487,Jabari Walker,POR,"$1,017,781","$1,719,864","$2,019,699",,,,1417781,3,472593.6666666667
488,Quenton Jackson,WAS,,,,,,,1017781,0,inf
489,Jeenathan Williams,UTA,,,,,,,1017781,0,inf
490,Nuni Omot,NYK,,,,,,,1017781,0,inf
491,Jacob Gilyard,MEM,,,,,,,1017781,0,inf
492,Donovan Williams,BRK,,,,,,,1017781,0,inf
493,Jared Rhoden,ATL,,,,,,,1017781,0,inf
494,Tyrese Martin,ATL,"$1,017,781","$1,719,864",,,,,1017781,2,508890.5
495,Kyle Singler,OKC,"$999,200",,,,,,999200,1,999200.0
496,Jordan Goodwin,WAS,"$900,000","$1,927,896","$2,092,344",,,,900000,3,300000.0
497,Sam Merrill,CLE,"$1,000,000","$1,997,238","$2,164,993",,,,955522,3,318507.3333333333
498,Justin Champagnie,TOR,,,,,,,825000,0,inf
499,Kris Dunn,UTA,"$735,819","$2,586,665",,,,,946863,2,473431.5
500,Nik Stauskas,IND,"$702,311","$702,311","$702,310",,,,2106932,3,702310.6666666666
501,Kemba Walker,DAL,"$37,281,261",,,,,,684712,1,684712.0
502,Michael Carter-Williams,ORL,"$652,829","$3,051,144",,,,,652829,2,326414.5
503,Gorgui Dieng,SAS,"$2,458,672",,,,,,2669716,1,2669716.0
504,Goga Bitadze,ORL,"$5,377,520","$2,066,585",,,,,612181,2,306090.5
505,Boban Marjanović,HOU,"$4,101,478",,,,,,4101478,1,4101478.0
506,James Johnson,IND,"$2,427,016",,,,,,2427016,1,2427016.0
507,Terrence Ross,PHO,"$12,080,373",,,,,,580373,1,580373.0
508,Dewayne Dedmon,PHI,"$8,147,040","$7,190,667","$2,866,667",,,,580373,3,193457.66666666666
509,Reggie Jackson,DEN,"$11,795,633",,,,,,580373,1,580373.0
510,Juwan Morgan,IND,"$576,230","$576,230","$576,229",,,,1728689,3,576229.6666666666
511,Justin Holiday,DAL,"$6,862,261",,,,,,569821,1,569821.0
512,Eugene Omoruyi,OKC,"$555,402",,,,,,555402,1,555402.0
513,Malik Fitts,IND,"$555,217","$555,217","$555,216",,,,1665650,3,555216.6666666666
514,Joe Wieskamp,TOR,"$2,720,989","$1,927,896",,,,,734261,2,367130.5
515,PJ Dozier,SAC,"$539,450","$2,413,304",,,,,750494,2,375247.0
516,Cody Zeller,MIA,"$517,060",,,,,,517060,1,517060.0
517,Admiral Schofield,ORL,"$506,508","$1,997,238",,,,,506508,2,253254.0
518,Patrick Beverley,CHI,"$13,506,508",,,,,,506508,1,506508.0
519,Chima Moneke,SAC,"$500,000",,,,,,500000,1,500000.0
520,Russell Westbrook,LAC,"$47,559,433",,,,,,495955,1,495955.0
521,R.J. Hampton,DET,"$2,898,243","$1,997,238",,,,,485403,2,242701.5
522,Ish Wainright,PHO,"$474,851","$1,927,896",,,,,474851,2,237425.5
523,Matt Ryan,LAL,,,,,,,442439,0,inf
524,Will Barton,TOR,"$14,807,642",,,,,,432642,1,432642.0
525,Goran Dragić,MIL,"$2,226,523",,,,,,390433,1,390433.0
526,Sandro Mamukelashvili,SAS,"$357,717",,,,,,357717,1,357717.0
527,Carlik Jones,CHI,"$357,717","$1,927,896","$2,092,344",,,,357717,3,119239.0
528,D.J. Augustin,HOU,"$333,333",,,,,,333333,1,333333.0
529,Trevelin Queen,PHI,"$330,000",,,,,,330000,1,330000.0
530,Meyers Leonard,MIL,"$105,522",,,,,,495955,1,495955.0
531,Didi Louzada,POR,"$268,032","$268,032","$268,032","$268,032","$268,032","$268,032",1876224,6,312704.0
532,Anthony Lamb,GSW,"$253,254",,,,,,253254,1,253254.0
533,D.J. Wilson,TOR,"$250,000",,,,,,250000,1,250000.0
534,Alize Johnson,SAS,"$192,293",,,,,,192293,1,192293.0
535,Sam Merrill,SAC,"$1,000,000","$1,997,238","$2,164,993",,,,150000,3,50000.0
536,Xavier Cooks,WAS,"$140,384","$1,719,864","$2,019,699","$2,187,451",,,1860248,4,465062.0
537,Ish Wainright,TOR,"$474,851","$1,927,896",,,,,125000,2,62500.0
538,Troy Williams,HOU,"$122,741",,,,,,122741,1,122741.0
539,Gorgui Dieng,SAS,"$2,458,672",,,,,,2669716,1,2669716.0
540,Gorgui Dieng,SAS,"$2,458,672",,,,,,2669716,1,2669716.0
541,Willie Cauley-Stein,HOU,,,,,,,2569012,0,inf
542,Sam Merrill,CLE,"$1,000,000","$1,997,238","$2,164,993",,,,955522,3,318507.3333333333
543,Kris Dunn,UTA,"$735,819","$2,586,665",,,,,946863,2,473431.5
544,Kris Dunn,UTA,"$735,819","$2,586,665",,,,,946863,2,473431.5
545,PJ Dozier,SAC,"$539,450","$2,413,304",,,,,750494,2,375247.0
546,PJ Dozier,SAC,"$539,450","$2,413,304",,,,,750494,2,375247.0
547,Meyers Leonard,MIL,"$105,522",,,,,,495955,1,495955.0
548,Meyers Leonard,MIL,"$105,522",,,,,,495955,1,495955.0
549,Saben Lee,PHO,"$1,752,638",,,,,,211044,1,211044.0
550,Saben Lee,PHO,"$1,752,638",,,,,,211044,1,211044.0
551,DaQuan Jeffries,NYK,,,,,,,211044,0,inf
552,DaQuan Jeffries,NYK,,,,,,,211044,0,inf
553,Sterling Brown,LAL,"$3,000,000",,,,,,105522,1,105522.0
554,Moses Brown,BRK,,,,,,,105522,0,inf
555,Nerlens Noel,BRK,"$9,240,000",,,,,,105522,1,105522.0
556,Derrick Favors,ATL,"$10,183,800",,,,,,105522,1,105522.0
557,Joe Wieskamp,TOR,"$2,720,989","$1,927,896",,,,,734261,2,367130.5
558,Joe Wieskamp,TOR,"$2,720,989","$1,927,896",,,,,734261,2,367130.5
559,Eugene Omoruyi,DET,"$555,402",,,,,,188272,1,188272.0
560,Eugene Omoruyi,DET,"$555,402",,,,,,188272,1,188272.0
561,Demetrius Jackson,BOS,"$92,857","$92,857",,,,,185714,2,92857.0
562,Charles Bassey,PHI,"$2,674,742","$2,600,000","$2,500,000","$2,500,000",,,74742,4,18685.5
563,Trevor Keels,NYK,,,,,,,58493,0,inf
564,Lester Quinones,GSW,,,,,,,58493,0,inf
565,Stanley Umude,DET,"$58,493",,,,,,58493,1,58493.0
566,Saben Lee,TOR,"$1,752,638",,,,,,10492,1,10492.0
